#,Name,Team,IP,vFA,vFC,vFS,vSI,vCH,vSL,vCU,vCS,vKN,vSB,Year,YearDate
815,Nick Maton,PHI,0.1,83.1, , , , , , , , , ,2021.0,2021-01-01
816,Tyler Rogers,SFG,81.0,83.0, , ,82.8, ,71.9, , , , ,2021.0,2021-01-01
817,Wilmer Difo,PIT,2.0,80.5, , , , ,76.5, , , , ,2021.0,2021-01-01
818,Robel Garcia,HOU,1.0,80.2, , , ,69.7,67.0, , , , ,2021.0,2021-01-01
819,Phillip Evans,PIT,1.0,79.3, , , , , , , , , ,2021.0,2021-01-01
820,Sandy Leon,MIA,6.0,79.2, , , , , , , , , ,2021.0,2021-01-01
821,Romy Gonzalez,CHW,0.1,78.7, , , , ,76.4, , , , ,2021.0,2021-01-01
822,Jake Rogers,DET,1.0,78.7, , , , ,68.9, , , , ,2021.0,2021-01-01
823,Yermin Mercedes,CHW,1.0,77.9, , , ,68.4,65.9, , , , ,2021.0,2021-01-01
824,Kevin Pillar,NYM,0.1,77.5, , , , , , , , , ,2021.0,2021-01-01
825,Andrew Romine,CHC,1.0,77.4, , , ,60.3,62.5, , , , ,2021.0,2021-01-01
826,Brock Holt,TEX,1.0,77.2, , , ,32.6, , , , , ,2021.0,2021-01-01
827,Kevin Plawecki,BOS,1.0,77.1, , , , , ,56.6, , , ,2021.0,2021-01-01
828,Matt Duffy,CHC,0.1,76.6, , , , , , , , , ,2021.0,2021-01-01
829,Christian Arroyo,BOS,1.0,76.2, , , , , , , , , ,2021.0,2021-01-01
830,Andy Burns,LAD,1.0,76.1, , , , , , , , , ,2021.0,2021-01-01
831,Darin Ruf,SFG,1.0,75.4, , , , , , , , , ,2021.0,2021-01-01
832,Joshua Fuentes,COL,1.0,75.4, , , , , , , , , ,2021.0,2021-01-01
833,Justin Turner,LAD,1.0,74.9, , , ,56.8, , , , , ,2021.0,2021-01-01
834,Luke Maile,MIL,1.0,74.6, , , , , , , ,60.1, ,2021.0,2021-01-01
835,Brandon Drury,NYM,0.2,74.0, , , , , , , , , ,2021.0,2021-01-01
836,Harold Castro,DET,2.2,72.8, , , , , ,51.7, , , ,2021.0,2021-01-01
837,Austin Slater,SFG,0.1,71.4, , , , , , , , , ,2021.0,2021-01-01
838,Mike Tauchman,SFG,1.0,71.3, , , , , , , , , ,2021.0,2021-01-01
839,Daniel Robertson,MIL,1.0,71.3, , , , , , , , , ,2021.0,2021-01-01
840,Asdrubal Cabrera,ARI,1.1,71.1, , , , , , , , , ,2021.0,2021-01-01
841,Ka'ai Tom,OAK,1.0,71.0, , , ,58.5, , , , , ,2021.0,2021-01-01
842,Anthony Rizzo,CHC,0.2,69.1, , , , , ,61.6,48.3, , ,2021.0,2021-01-01
843,Pat Valaika,BAL,1.1,67.8, , , , ,60.4, , , , ,2021.0,2021-01-01
844,Bryan Holaday,ARI,1.0,67.7, , , , , ,62.3, , , ,2021.0,2021-01-01
845,Jordan Luplow,TBR,1.0,67.0, , , , , , , , , ,2021.0,2021-01-01
846,Albert Almora Jr.,NYM,1.0,66.9, , , , , , , , , ,2021.0,2021-01-01
847,Luis Guillorme,NYM,1.0,66.8, , , , , , , , , ,2021.0,2021-01-01
848,Eric Sogard,CHC,4.1,66.6, , , , , , , , , ,2021.0,2021-01-01
849,Andrew Knapp,PHI,0.1,66.2, , , , , , , , , ,2021.0,2021-01-01
850,Austin Wynns,BAL,1.0,65.4, , , ,48.4, , , , , ,2021.0,2021-01-01
851,Hanser Alberto,KCR,0.1,64.7, , , , , , , , , ,2021.0,2021-01-01
852,Josh Reddick,ARI,0.2,64.1, , , , , , , , , ,2021.0,2021-01-01
853,David Peralta,ARI,1.0,63.8, , , , , , , , , ,2021.0,2021-01-01
854,Ronald Torreyes,PHI,2.2,63.7, , , , , , , , , ,2021.0,2021-01-01
855,Francisco Mejia,TBR,2.0,63.6, , , , , , , , , ,2021.0,2021-01-01
856,Max Schrock,CIN,1.2,62.9, , , , , , , , , ,2021.0,2021-01-01
857,Hernan Perez,WSN,2.0,62.9, , , , , , , , , ,2021.0,2021-01-01
858,Matt Carpenter,STL,1.1,61.7, , , , , ,52.6, , , ,2021.0,2021-01-01
859,Danny Mendick,CHW,1.0,61.5, , , , , ,41.3, , , ,2021.0,2021-01-01
860,Anthony Bemboom,LAA,1.0,61.3, , , , , , , , , ,2021.0,2021-01-01
861,Jack Mayfield,SEA,0.1,60.0, , , , , , , , , ,2021.0,2021-01-01
862,Mike Freeman,CIN,0.1,59.4, , , , , , , , , ,2021.0,2021-01-01
863,Jace Peterson,MIL,2.0,58.5, , , , , , , , , ,2021.0,2021-01-01
864,John Nogowski,PIT,3.0,58.5, , , , , , , , , ,2021.0,2021-01-01
865,Willians Astudillo,MIN,4.0,54.7, , , , , , , , , ,2021.0,2021-01-01
866,Brett Phillips,TBR,1.0,49.7, , , , , , , , , ,2021.0,2021-01-01
867,Wyatt Mathisen,ARI,1.0,49.1, , , , , , , , , ,2021.0,2021-01-01
868,Stevie Wilkerson,BAL,1.0,45.9, , , , , , , , , ,2021.0,2021-01-01
869,Jonathan Arauz,BOS,1.0,38.7, , , , , , , , , ,2021.0,2021-01-01
870,Luis Avilan,WSN,5.0, , , ,89.6,83.7, ,75.9, , , ,2021.0,2021-01-01
871,Kenley Jansen,LAD,69.0, ,92.6, ,94.0, ,82.0, , , , ,2021.0,2021-01-01
872,Will Harris,WSN,6.0, ,90.3, , , , ,79.9, , , ,2021.0,2021-01-01
873,T.J. McFarland,STL,38.2, , , ,89.2,82.4,79.8, , , , ,2021.0,2021-01-01
874,Zack Britton,NYY,18.1, , , ,92.6, , ,80.3, , , ,2021.0,2021-01-01
875,David Robertson,TBR,12.0, ,92.3, ,92.4, ,84.3,83.6, , , ,2021.0,2021-01-01
876,Lucas Luetge,NYY,72.1, ,88.5, , , ,81.5,74.6, , , ,2021.0,2021-01-01
877,Chaz Roe,TBR,0.2, , , ,92.5, ,80.9, , , , ,2021.0,2021-01-01
878,Ryan Weber,- - -,9.2, ,85.6, ,88.6,80.7,77.7,74.3, , , ,2021.0,2021-01-01
879,Aaron Loup,NYM,56.2, ,84.8, ,92.5,79.9, ,75.7, , , ,2021.0,2021-01-01
880,Jake Petricka,LAA,6.0, , , ,93.5,86.7,85.2, , , , ,2021.0,2021-01-01
881,Scott Alexander,LAD,15.1, , , ,92.3,86.3,84.4, , , , ,2021.0,2021-01-01
882,Mike Kickham,LAD,2.0, , , ,88.2, ,82.3,76.9, , , ,2021.0,2021-01-01
883,Ryan Sherriff,TBR,14.2, , , ,92.3,85.7,81.3, , , , ,2021.0,2021-01-01
884,Colten Brewer,BOS,1.0, ,94.0, , , ,87.2,81.2, , , ,2021.0,2021-01-01
885,Zach Davies,CHC,148.0, ,86.7, ,88.2,78.6,80.3,74.5, , , ,2021.0,2021-01-01
886,Steven Matz,TOR,150.2, , , ,94.4,85.0,88.8,77.6, , , ,2021.0,2021-01-01
887,Alex Wood,SFG,138.2, , , ,91.8,85.4,84.0, , , , ,2021.0,2021-01-01
888,Sam Moll,OAK,10.1, , , ,93.7, ,83.9, , , , ,2021.0,2021-01-01
889,Justin Topa,MIL,3.1, , , ,95.9, ,80.5, , , , ,2021.0,2021-01-01
890,Eric Yardley,MIL,18.2, , , ,87.0,78.8,73.1, , , , ,2021.0,2021-01-01
891,Phillips Valdez,BOS,40.0, ,86.6, ,93.0,85.6,82.2, , , , ,2021.0,2021-01-01
892,Miguel Castro,NYM,70.1, , , ,98.0,92.1,85.8, , , , ,2021.0,2021-01-01
893,Kent Emanuel,HOU,17.2, , , ,91.7,84.1,77.8, , , , ,2021.0,2021-01-01
894,Wander Suero,WSN,42.2, ,92.2, , ,87.3, ,78.9, , , ,2021.0,2021-01-01
895,Sean Manaea,OAK,179.1, , , ,92.2,84.6,82.7, , , , ,2021.0,2021-01-01
896,Aaron Bummer,CHW,56.1, ,88.1, ,95.5,88.5,83.0, , , , ,2021.0,2021-01-01
897,Sam Clay,WSN,45.0, , , ,92.4,86.6, ,84.5, , , ,2021.0,2021-01-01
898,Ryan Borucki,TOR,23.2, , , ,95.4,84.0,86.2, , , , ,2021.0,2021-01-01
899,Victor Gonzalez,LAD,35.1, , , ,94.4, ,85.3, , , , ,2021.0,2021-01-01
900,Trevor Hildenberger,NYM,2.1, , , ,89.4,79.2,78.2, , , , ,2021.0,2021-01-01
901,Erick Fedde,WSN,133.1, ,89.5, ,93.9,87.7,79.8, , , , ,2021.0,2021-01-01
902,Justin Lawrence,COL,16.2, , , ,97.4, ,81.9, , , , ,2021.0,2021-01-01
903,Dane Dunning,TEX,117.2, ,86.2, ,90.7,84.9,80.0,78.3, , , ,2021.0,2021-01-01
904,Andrew Vasquez,LAD,1.2, , , ,91.1, ,81.7, , , , ,2021.0,2021-01-01
905,Cristopher Sanchez,PHI,12.2, , , ,93.9,85.0,83.3, , , , ,2021.0,2021-01-01
906,Camilo Doval,SFG,27.0, ,98.8, , , ,86.6, , , , ,2021.0,2021-01-01
907,Aaron Fletcher,SEA,3.2, , , ,91.6,78.3,80.1, , , , ,2021.0,2021-01-01
908,Justin Bruihl,LAD,18.2, ,88.2, ,90.4, ,78.9, , , , ,2021.0,2021-01-01
909,Cooper Criswell,LAA,1.1, , , ,87.1,83.1,75.0, , , , ,2021.0,2021-01-01
1,Jhoan Duran,MIN,67.2,100.9, ,96.4,96.6, ,90.0,87.8, , , ,2022.0,2022-01-01
2,Andres Munoz,SEA,65.0,100.3, , , , ,88.6, , , , ,2022.0,2022-01-01
3,Ryan Helsley,STL,64.2,99.7, , , ,89.7,89.2,80.8, , , ,2022.0,2022-01-01
4,Brusdar Graterol,LAD,49.2,99.4,95.5, ,99.9, ,90.4, , , , ,2022.0,2022-01-01
5,Aneurys Zabala,MIA,2.2,99.4, , , ,90.7,83.5, , , , ,2022.0,2022-01-01
6,Felix Bautista,BAL,65.2,99.3, ,88.6,99.3, , ,85.4, , , ,2022.0,2022-01-01
7,Pete Fairbanks,TBR,24.0,99.2, , , ,95.8,85.9, , , , ,2022.0,2022-01-01
8,Edwin Diaz,NYM,62.0,99.1, , , , ,90.8, , , , ,2022.0,2022-01-01
9,Hunter Greene,CIN,125.2,99.0, , , ,90.2,88.1, , , , ,2022.0,2022-01-01
10,Junior Fernandez,- - -,18.2,99.0, , ,98.7,90.9,88.9, , , , ,2022.0,2022-01-01
11,Jacob deGrom,NYM,64.1,98.9, , ,98.3,92.0,92.6,83.4, , , ,2022.0,2022-01-01
12,Gregory Soto,DET,60.1,98.8, , ,98.4,91.6,89.4, , , , ,2022.0,2022-01-01
13,Gregory Santos,SFG,3.2,98.7, , , , ,87.6, , , , ,2022.0,2022-01-01
14,Javy Guerra,- - -,18.0,98.6, , ,97.5, ,88.6, , , , ,2022.0,2022-01-01
15,Luis Ortiz,PIT,16.0,98.5, , ,98.4,90.9,87.7, , , , ,2022.0,2022-01-01
16,Ryne Stanek,HOU,54.2,98.5, ,88.6, , ,87.1, , , , ,2022.0,2022-01-01
17,Hunter Harvey,WSN,39.1,98.3, ,89.3, , ,86.9,82.7, , , ,2022.0,2022-01-01
18,Jose Alvarado,PHI,51.0,98.2,93.9, ,99.8, , ,86.7, , , ,2022.0,2022-01-01
19,Albert Abreu,- - -,38.2,98.2, , ,98.4,88.1,88.6, , , , ,2022.0,2022-01-01
20,Spencer Strider,ATL,131.2,98.1, , , ,88.7,86.2, , , , ,2022.0,2022-01-01
21,Dustin May,LAD,30.0,98.1,92.6, ,97.2,88.5,85.5, , , , ,2022.0,2022-01-01
22,Yerry Rodriguez,TEX,1.0,98.1, , , , ,82.3, , , , ,2022.0,2022-01-01
23,Anthony Bender,MIA,19.1,98.1, , ,97.7,90.6,84.9, , , , ,2022.0,2022-01-01
24,Jonathan Loaisiga,NYY,48.0,98.1, , ,98.1,90.0,86.9,86.0, , , ,2022.0,2022-01-01
25,Jordan Hicks,STL,61.1,98.0, ,92.2,99.5,92.3,85.3,80.3, , , ,2022.0,2022-01-01
26,Trevor Megill,MIN,45.0,98.0, , , , ,88.4,83.3, , , ,2022.0,2022-01-01
27,Sandy Alcantara,MIA,228.2,98.0, , ,97.8,91.7,89.9,84.1, , , ,2022.0,2022-01-01
28,Daniel Bard,COL,60.1,97.9,96.8, ,98.1,90.2,88.4, , , , ,2022.0,2022-01-01
29,Robert Suarez,SDP,47.2,97.9,94.6, ,96.9,89.2,88.2,80.6, , , ,2022.0,2022-01-01
30,Frank German,BOS,4.0,97.9, ,85.0, , ,87.2, , , , ,2022.0,2022-01-01
31,Domingo Tapia,OAK,17.0,97.9, , ,97.4,89.0,88.0, , , , ,2022.0,2022-01-01
32,Seranthony Dominguez,PHI,51.0,97.8, , ,98.4,92.2,89.6, , , , ,2022.0,2022-01-01
33,Liam Hendriks,CHW,57.2,97.8, , , , ,89.1,86.0, , , ,2022.0,2022-01-01
34,Clay Holmes,NYY,63.2,97.8, , ,97.0, ,86.0, , , , ,2022.0,2022-01-01
35,Gerrit Cole,NYY,200.2,97.8,92.3, , ,89.7,88.7,82.9, , , ,2022.0,2022-01-01
36,Dennis Santana,TEX,58.2,97.7, , ,96.7,89.9,85.8, , , , ,2022.0,2022-01-01
37,Dylan Coleman,KCR,68.0,97.7, , ,97.9, ,83.4, , , , ,2022.0,2022-01-01
38,Yunior Marte,SFG,48.0,97.7, , ,96.8,90.8,85.8, , , , ,2022.0,2022-01-01
39,Tyler Glasnow,TBR,6.2,97.6, , , , ,91.1,83.9, , , ,2022.0,2022-01-01
40,Carlos Estevez,COL,57.0,97.5, , , ,88.5,87.3, , , , ,2022.0,2022-01-01
41,Aroldis Chapman,NYY,36.1,97.5, ,88.1,100.3, ,85.8, , , , ,2022.0,2022-01-01
42,Huascar Brazoban,MIA,32.0,97.4, , ,96.7,89.1,87.7, , , , ,2022.0,2022-01-01
43,Matt Bush,- - -,59.2,97.4, , ,96.1, ,93.0,81.0, , , ,2022.0,2022-01-01
44,Shohei Ohtani,LAA,166.0,97.4,90.5,89.3,97.2,91.9,85.3,77.9, , , ,2022.0,2022-01-01
45,Julian Merryweather,TOR,26.2,97.4, , , ,81.7,87.7,80.6, , , ,2022.0,2022-01-01
46,Arodys Vizcaino,KCR,5.2,97.3, ,88.5, ,87.5, ,84.3, , , ,2022.0,2022-01-01
47,Jorge Lopez,- - -,71.0,97.3, , ,97.8,90.1,87.5,84.3, , , ,2022.0,2022-01-01
48,Luis Garcia,SDP,61.0,97.3, ,88.8,98.6, ,82.6, , , , ,2022.0,2022-01-01
49,Graham Ashcraft,CIN,105.0,97.3, , ,97.1,89.8,85.8, , , , ,2022.0,2022-01-01
50,Bryan Abreu,HOU,60.1,97.3, , ,96.1,90.0,88.3,84.6, , , ,2022.0,2022-01-01
51,Anthony Gose,CLE,21.0,97.3, , , ,88.5,86.4, , , , ,2022.0,2022-01-01
52,Nick Duron,PHI,1.0,97.2, , , , ,88.1, , , , ,2022.0,2022-01-01
53,Cionel Perez,BAL,57.2,97.2, , ,96.6, ,84.2,82.7, , , ,2022.0,2022-01-01
54,Luis Gil,NYY,4.0,97.2, , , ,93.3,87.6, , , , ,2022.0,2022-01-01
55,Blake Treinen,LAD,5.0,97.1,92.5, ,96.6, ,85.4, , , , ,2022.0,2022-01-01
56,Reynaldo Lopez,CHW,65.1,97.1, , , ,86.1,87.3,80.2, , , ,2022.0,2022-01-01
57,Luis Castillo,- - -,150.1,97.1,95.9, ,96.9,88.4,86.5, , , , ,2022.0,2022-01-01
58,Sam Coonrod,PHI,12.2,97.1, , ,96.7,89.8,90.5, , , , ,2022.0,2022-01-01
59,Daniel Hudson,LAD,24.1,97.1, , ,96.6,88.5,88.9, , , , ,2022.0,2022-01-01
60,Kyle Finnegan,WSN,66.2,97.0, ,88.7, , ,89.0, , , , ,2022.0,2022-01-01
61,Shane McClanahan,TBR,166.1,97.0, , , ,87.9,89.6,82.3, , , ,2022.0,2022-01-01
62,Jose Ruiz,CHW,60.2,97.0, , ,96.4,90.0, ,86.4, , , ,2022.0,2022-01-01
63,Brayan Bello,BOS,57.1,97.0, , ,96.4,88.2,85.0,80.7, , , ,2022.0,2022-01-01
64,Matt Brash,SEA,50.2,97.0, , , ,86.1,86.7,84.5, , , ,2022.0,2022-01-01
65,Tanner Rainey,WSN,30.0,97.0, , , ,89.3,88.3, , , , ,2022.0,2022-01-01
66,Carlos Hernandez,KCR,56.0,97.0, ,85.3,92.3, ,85.8,82.4, , , ,2022.0,2022-01-01
67,Josh Sborz,TEX,22.1,97.0, , , , ,87.7,85.4, , , ,2022.0,2022-01-01
68,Nicklaus Snyder,TEX,1.0,97.0,88.3, , , ,82.6, , , , ,2022.0,2022-01-01
69,Nick Mears,PIT,2.0,96.9, , , , ,85.5,80.5, , , ,2022.0,2022-01-01
70,Dylan Cease,CHW,184.0,96.9, ,78.0, , ,87.5,81.3, , , ,2022.0,2022-01-01
71,A.J. Puk,OAK,66.1,96.9, , ,96.2,89.4,87.0, , , , ,2022.0,2022-01-01
72,Robert Stephenson,- - -,58.0,96.9, , , ,88.1,84.0,78.2, , , ,2022.0,2022-01-01
73,Tanner Scott,MIA,62.2,96.9, , , , ,89.2, , , , ,2022.0,2022-01-01
74,Colin Holderman,- - -,28.1,96.9, , ,96.1,86.1,86.8, , , , ,2022.0,2022-01-01
75,Jordan Romano,TOR,64.0,96.9, , , , ,87.3, , , , ,2022.0,2022-01-01
76,Jeremiah Estrada,CHC,5.2,96.8, , , ,86.8,83.6,73.3, , , ,2022.0,2022-01-01
77,James Norwood,PHI,17.1,96.8, ,90.9, , ,88.7, , , , ,2022.0,2022-01-01
78,Jordan Weems,WSN,39.2,96.8, ,87.2, , ,87.3, , , , ,2022.0,2022-01-01
79,Luis Frias,ARI,17.0,96.8, , , ,89.4,87.5,85.0, , , ,2022.0,2022-01-01
80,Trevor Stephan,CLE,63.2,96.8, ,88.1, , ,86.0, , , , ,2022.0,2022-01-01
81,Huascar Ynoa,ATL,6.2,96.7, , , ,89.0,85.5, , , , ,2022.0,2022-01-01
82,Bubby Rossman,PHI,1.0,96.7, , , , ,87.8, , , , ,2022.0,2022-01-01
83,Hunter Brown,HOU,20.1,96.7, , , ,89.4,93.4,83.4, , , ,2022.0,2022-01-01
84,Adrian Morejon,SDP,34.0,96.7, ,84.0, , ,87.4,80.0, , , ,2022.0,2022-01-01
85,Freddy Tarnok,ATL,0.2,96.7, , , ,84.4, , , , , ,2022.0,2022-01-01
86,Kendall Graveman,CHW,65.0,96.7, , ,96.6,90.8,88.7,83.3, , , ,2022.0,2022-01-01
87,Joe Kelly,CHW,37.0,96.6, , ,97.9,87.2,88.8,87.8, , , ,2022.0,2022-01-01
88,Anderson Severino,CHW,7.1,96.6, , , ,86.5,86.6,79.4, , , ,2022.0,2022-01-01
89,David Bednar,PIT,51.2,96.6, ,89.9, , , ,77.2, , , ,2022.0,2022-01-01
90,A.J. Minter,ATL,70.0,96.6,90.3, , ,87.5, , , , , ,2022.0,2022-01-01
91,Jose Marte,LAA,11.0,96.6, , ,95.8,89.7,89.3, , , , ,2022.0,2022-01-01
92,Andrew Kittredge,TBR,20.0,96.5,94.2, ,95.7, ,89.6, , , , ,2022.0,2022-01-01
93,Rafael Montero,HOU,68.1,96.5, , ,96.0,91.2,88.0, , , , ,2022.0,2022-01-01
94,Michael King,NYY,51.0,96.5, , ,95.5,88.2,82.3, , , , ,2022.0,2022-01-01
95,Nick Nelson,PHI,68.2,96.5, , , ,88.1,89.0,83.3, , , ,2022.0,2022-01-01
96,Jose Leclerc,TEX,47.2,96.4,88.9, ,93.2,89.6,83.3,79.6, , , ,2022.0,2022-01-01
97,Jesus Luzardo,MIA,100.1,96.4, , ,95.7,87.3,83.8, , , , ,2022.0,2022-01-01
98,DL Hall,BAL,13.2,96.4, , , ,85.2,87.5,80.9, , , ,2022.0,2022-01-01
99,Jason Foley,DET,60.1,96.4, , ,96.4,89.6,85.6, , , , ,2022.0,2022-01-01
100,Brandon Woodruff,MIL,153.1,96.4, , ,95.9,86.2,88.0,84.1, , , ,2022.0,2022-01-01
101,Bryan Baker,BAL,69.2,96.4, , , ,84.1,87.5, , , , ,2022.0,2022-01-01
102,Kyle Dowdy,CIN,6.1,96.4,91.2, , , ,82.9,80.1, , , ,2022.0,2022-01-01
103,Kaleb Ort,BOS,28.1,96.3, , , ,89.9,86.0, , , , ,2022.0,2022-01-01
104,Patrick Murphy,WSN,5.2,96.3, , ,95.1, , ,82.8, , , ,2022.0,2022-01-01
105,Josh Staumont,KCR,37.2,96.3, , ,97.1, , ,82.3, , , ,2022.0,2022-01-01
106,Luis Severino,NYY,102.0,96.3,90.9, ,95.0,88.8,85.6, , , , ,2022.0,2022-01-01
107,Joel Kuhnel,CIN,58.0,96.3, ,90.3,96.1, ,86.9, , , , ,2022.0,2022-01-01
108,Tony Santillan,CIN,19.2,96.3, , , , ,86.6, , , , ,2022.0,2022-01-01
109,Jake Brentz,KCR,5.1,96.3, , ,96.3,91.3,85.1, , , , ,2022.0,2022-01-01
110,Gerardo Reyes,LAA,2.0,96.3, , , , ,82.3, , , , ,2022.0,2022-01-01
111,Garrett Cleavinger,- - -,23.0,96.3, , ,95.4,80.8,82.9,77.0, , , ,2022.0,2022-01-01
112,Jonathan Hernandez,TEX,30.1,96.2, , ,98.0,90.1,87.3, , , , ,2022.0,2022-01-01
113,Frankie Montas,- - -,144.1,96.2, ,86.5,95.7,86.4,88.1, , , , ,2022.0,2022-01-01
114,Kevin Ginkel,ARI,29.1,96.2, , , ,84.5,85.2, , , , ,2022.0,2022-01-01
115,Hansel Robles,BOS,24.2,96.2, , , ,90.5,88.9, , , , ,2022.0,2022-01-01
116,Genesis Cabrera,STL,44.2,96.2, , ,96.0,90.3,87.4,79.4, , , ,2022.0,2022-01-01
117,Johan Oviedo,- - -,56.0,96.2, , , ,89.0,85.8,78.6, , , ,2022.0,2022-01-01
118,Oliver Ortega,LAA,34.0,96.2, , ,96.6, ,83.2,82.5, , , ,2022.0,2022-01-01
119,Daniel Duarte,CIN,2.2,96.2, , , ,90.6,84.0, , , , ,2022.0,2022-01-01
120,Jandel Gustave,MIL,28.0,96.2, , ,96.1, ,86.4, , , , ,2022.0,2022-01-01
121,Duane Underwood Jr.,PIT,57.1,96.2,92.6, ,95.3,89.7, ,82.7, , , ,2022.0,2022-01-01
122,Trevor May,NYM,25.0,96.2, ,87.3, ,87.3,84.9, , , , ,2022.0,2022-01-01
123,Corbin Burnes,MIL,202.0,96.2,95.1, ,96.3,90.3,88.2,81.7, , , ,2022.0,2022-01-01
124,Logan Gilbert,SEA,185.2,96.1, , ,94.8,86.2,86.8,80.8, , , ,2022.0,2022-01-01
125,Ray Kerr,SDP,5.0,96.1,88.8, ,95.7,90.0, ,81.4, , , ,2022.0,2022-01-01
126,Sam Hentges,CLE,62.0,96.1, , ,95.7, ,88.2,81.5, , , ,2022.0,2022-01-01
127,Zack Wheeler,PHI,153.0,96.1, ,89.3,95.6,89.7,90.8,81.4, , , ,2022.0,2022-01-01
128,Evan Phillips,LAD,63.0,96.1,93.4, ,96.2, ,85.4, , , , ,2022.0,2022-01-01
129,Alex Lange,DET,63.1,96.1, , ,96.3,89.9, ,85.7, , , ,2022.0,2022-01-01
130,Hirokazu Sawamura,BOS,50.2,96.1, ,92.2, , ,85.9, , , , ,2022.0,2022-01-01
131,Jesus Tinoco,TEX,20.2,96.1, , ,96.0,90.1,88.0,84.7, , , ,2022.0,2022-01-01
132,Mike Baumann,BAL,34.1,96.1, , , ,88.9,91.7,84.2, , , ,2022.0,2022-01-01
133,Dauri Moreta,CIN,38.1,96.1, , , ,88.0,85.8, , , , ,2022.0,2022-01-01
134,Garrett Whitlock,BOS,78.1,96.1, , ,95.5,84.8,83.4, , , , ,2022.0,2022-01-01
135,Shane Baz,TBR,27.0,96.0, , , ,88.6,87.7,82.4, , , ,2022.0,2022-01-01
136,Edward Cabrera,MIA,71.2,96.0, , ,95.9,92.5,86.9,83.8, , , ,2022.0,2022-01-01
137,Jose Urena,- - -,97.0,96.0, , ,95.6,90.1,86.7, , , , ,2022.0,2022-01-01
138,Ryan Brasier,BOS,62.1,96.0, , ,96.2,88.3,85.6, , , , ,2022.0,2022-01-01
139,Sean Reid-Foley,NYM,10.0,96.0, , , ,87.7,86.4,82.8, , , ,2022.0,2022-01-01
140,Reed Garrett,WSN,9.1,96.0, ,87.4,95.2, ,88.7, , , , ,2022.0,2022-01-01
141,Jon Gray,TEX,127.1,96.0, , , ,88.7,85.0,77.8, , , ,2022.0,2022-01-01
142,Cole Waites,SFG,5.2,96.0, , , , ,83.5, , , , ,2022.0,2022-01-01
143,Yoan Lopez,NYM,11.0,95.9, ,89.2, , ,86.4, , , , ,2022.0,2022-01-01
144,Miguel Diaz,DET,3.2,95.9, , ,95.3,89.2,86.9, , , , ,2022.0,2022-01-01
145,Nathan Eovaldi,BOS,109.1,95.9,90.7,88.0, , ,86.0,78.5, , , ,2022.0,2022-01-01
146,Tyler Beede,- - -,61.1,95.9,88.0, ,95.6,84.9, ,79.1, , , ,2022.0,2022-01-01
147,Joe Jimenez,DET,56.2,95.9, , , ,90.9,85.0, , , , ,2022.0,2022-01-01
148,Ian Gibaut,- - -,36.0,95.9,92.4, , ,86.0,84.3, , , , ,2022.0,2022-01-01
149,JC Mejia,MIL,2.1,95.9, , ,95.8, ,84.0,81.9, , , ,2022.0,2022-01-01
150,Aaron Ashby,MIL,107.1,95.9, , ,95.8,89.3,83.7,79.8, , , ,2022.0,2022-01-01
151,Jackson Kowar,KCR,15.2,95.8, , , ,85.7,83.0, , , , ,2022.0,2022-01-01
152,Tylor Megill,NYM,47.1,95.8, , , ,89.2,85.8,82.4, , , ,2022.0,2022-01-01
153,Diego Castillo,SEA,54.1,95.8, , ,95.2, ,88.4, , , , ,2022.0,2022-01-01
154,Drew Smith,NYM,46.0,95.8, , , ,85.3,85.4,77.8, , , ,2022.0,2022-01-01
155,Alexis Diaz,CIN,63.2,95.8, , , , ,87.0, , , , ,2022.0,2022-01-01
156,Corey Knebel,PHI,44.2,95.8, , , , ,79.8,78.9, , , ,2022.0,2022-01-01
157,Yency Almonte,LAD,35.1,95.8, , ,95.8,89.5,84.0, , , , ,2022.0,2022-01-01
158,Jake Diekman,- - -,57.2,95.8, , ,95.3,86.4,81.5, , , , ,2022.0,2022-01-01
159,Craig Kimbrel,LAD,60.0,95.8, , , , ,86.4,85.6, , , ,2022.0,2022-01-01
160,Roansy Contreras,PIT,95.0,95.8, , , ,89.8,83.9,79.0, , , ,2022.0,2022-01-01
161,Jake Cousins,MIL,13.1,95.8, , ,95.8,89.5,83.1, , , , ,2022.0,2022-01-01
162,Taylor Clarke,KCR,49.0,95.7, , , ,89.1,88.5, , , , ,2022.0,2022-01-01
163,Drew Rasmussen,TBR,146.0,95.7,90.5, ,94.9, ,84.9,79.8, , , ,2022.0,2022-01-01
164,Blake Snell,SDP,128.0,95.7, , , ,87.0,88.7,81.3, , , ,2022.0,2022-01-01
165,Jose Cisnero,DET,25.0,95.7, , ,95.3,89.7,85.6, , , , ,2022.0,2022-01-01
166,Tyler Kinley,COL,24.0,95.7, , ,93.8,89.3,89.8, , , , ,2022.0,2022-01-01
167,German Marquez,COL,181.2,95.7, , ,95.1,87.7,87.8,86.5, , , ,2022.0,2022-01-01
168,Andres Machado,WSN,59.1,95.7, , ,95.0,88.9,87.1, , , , ,2022.0,2022-01-01
169,Yennier Cano,- - -,18.0,95.7, , ,95.5,90.2,87.6, , , , ,2022.0,2022-01-01
170,Mitch Keller,PIT,159.0,95.7, , ,94.4,91.3,84.4,78.7, , , ,2022.0,2022-01-01
171,Lou Trivino,- - -,53.2,95.7,92.3, ,95.9,87.5,81.9,77.6, , , ,2022.0,2022-01-01
